Thank you!,Teşekkür ederiz!,
Hi,Merhaba,
Thank you for reaching out to us. We've received your request and created a support ticket.,Bize ulaştığınız için teşekkür ederiz. Talebinizi aldık ve bir destek talebi oluşturduk.,
Ticket ID,Talep Numarası,
Our team is reviewing it and will get back to you shortly.,Ekibimiz inceliyor ve en kısa sürede size geri dönüş yapacak.,
Best,İyi çalışmalar,
Send (⌘ + ⏎),Gönder (⌘ + ⏎),
Send (Ctrl + ⏎),Gönder (Ctrl + ⏎),
Comment (⌘ + ⏎),Yorum (⌘ + ⏎),
Comment (Ctrl + ⏎),Yorum (Ctrl + ⏎),
Create Category,Kategori Oluştur,
Edit Category,Kategoriyi Düzenle,
Please enter a subject to continue,Devam etmek için lütfen bir konu girin,
Edit Call Log,Arama Kaydını Düzenle,
Access all team tickets,Tüm ekip taleplerine erişim,
Access only this team's tickets,Yalnızca bu ekibin taleplerine erişim,
Make Private,Özel Yap,
Make Public,Herkese Açık Yap,
Duplicate View,Görünümü Kopyala,
Pin View,Görünümü Sabitle,
Unpin View,Görünümü Sabitlemeyi Kaldır,
No new notifications,Yeni bildirim yok,
Empty - Choose a field to filter by,Boş - Filtrelemek için bir alan seçin,
Empty - Choose a field to sort by,Boş - Sıralamak için bir alan seçin,
Disable Bypass Restrictions,Kısıtlamaları Atlamayı Devre Dışı Bırak,
Enable Bypass Restrictions,Kısıtlamaları Atlamayı Etkinleştir,
Field Dependency created successfully,Alan Bağımlılığı başarıyla oluşturuldu,
Field Dependency updated successfully,Alan Bağımlılığı başarıyla güncellendi,
Members of this team will be able to see the tickets assigned to all the teams,"Bu ekibin üyeleri, tüm ekiplere atanan talepleri görebilecektir",
Members of this team will see the tickets assigned to this team only,Bu ekibin üyeleri yalnızca bu ekibe atanan talepleri görecektir,
Add time targets around support milestones like first reply and resolution times,İlk yanıt ve çözüm süreleri gibi destek kilometre taşları etrafında zaman hedefleri ekleyin,
Assignment conditions,Atama koşulları,
Can't find what you're looking for?,Aradığınızı bulamıyor musunuz?,
Child Field,Alt Alan,
Choose which tickets are affected by this policy.,Bu politikadan hangi taleplerin etkileneceğini seçin.,
Conditions for this SLA were created from,Bu SLA için koşullar şuradan oluşturuldu,
Conditions for this rule were created from,Bu kural için koşullar şuradan oluşturuldu,
Did this article solve your issue?,Bu makale sorununuzu çözdü mü?,
Parent Field,Üst Alan,
Response and resolution,Yanıt ve çözüm,
"Set the default status assigned when a ticket is created, and the status to apply when a ticket is reopened. If not specified, the default status from HD Settings will be used.","Talep oluşturulduğunda atanan varsayılan durumu ve talep yeniden açıldığında uygulanacak durumu ayarlayın. Belirtilmezse, HD Ayarlarından varsayılan durum kullanılacaktır.",
Status details,Durum ayrıntıları,
"which are not compatible with this UI, you will need to recreate the conditions here if you want to manage and add new conditions from this UI.","bu UI ile uyumlu değil, bu UI'dan koşulları yönetmek ve yeni koşullar eklemek istiyorsanız koşulları burada yeniden oluşturmanız gerekecektir.",
